0,1,2,0.1,1.1,2.1,0.2,1.2,2.2,yb0,yb1,yb2,yb,station,day,hour,clu
4059.931726907632,4052.6626506024095,4249.080321285141,2034.124497991968,2121.562248995984,2092.9236947791164,515.4738955823293,549.0963855421687,536.4136546184739,27.93975903614458,29.903614457831324,27.81927710843373,26.16465863453816,2,0,15,1
4052.6626506024095,4249.080321285141,4306.028112449799,2121.562248995984,2092.9236947791164,2068.0361445783133,549.0963855421687,536.4136546184739,542.6666666666666,29.903614457831324,27.81927710843373,26.16465863453816,32.87951807228916,2,0,16,1
4249.080321285141,4306.028112449799,4262.369477911647,2092.9236947791164,2068.0361445783133,2058.582329317269,536.4136546184739,542.6666666666666,540.8112449799197,27.81927710843373,26.16465863453816,32.87951807228916,49.28915662650602,2,0,17,1
4306.028112449799,4262.369477911647,4115.124497991968,2068.0361445783133,2058.582329317269,2081.734939759036,542.6666666666666,540.8112449799197,541.425702811245,26.16465863453816,32.87951807228916,49.28915662650602,75.1285140562249,2,0,18,1
4262.369477911647,4115.124497991968,3915.82329317269,2058.582329317269,2081.734939759036,2171.0401606425703,540.8112449799197,541.425702811245,559.2690763052209,32.87951807228916,49.28915662650602,75.1285140562249,58.59036144578313,2,0,19,2
4115.124497991968,3915.82329317269,3733.9156626506015,2081.734939759036,2171.0401606425703,2326.016064257028,541.425702811245,559.2690763052209,603.0562248995984,49.28915662650602,75.1285140562249,58.59036144578313,44.05220883534137,2,0,20,2
3915.82329317269,3733.9156626506015,3376.638554216868,2171.0401606425703,2326.016064257028,2396.104417670683,559.2690763052209,603.0562248995984,604.5140562248996,75.1285140562249,58.59036144578313,44.05220883534137,48.00803212851405,2,0,21,2
3733.9156626506015,3376.638554216868,2928.975903614458,2326.016064257028,2396.104417670683,2384.10843373494,603.0562248995984,604.5140562248996,567.9879518072289,58.59036144578313,44.05220883534137,48.00803212851405,36.44176706827309,2,0,22,2
3376.638554216868,2928.975903614458,2417.626506024096,2396.104417670683,2384.10843373494,2377.277108433735,604.5140562248996,567.9879518072289,529.0120481927711,44.05220883534137,48.00803212851405,36.44176706827309,18.89156626506024,2,0,23,2
2625.146551724138,2211.198275862069,1744.198275862069,499.3706896551725,470.4224137931034,436.9310344827586,4229.46551724138,3872.1724137931033,3524.336206896552,39.26724137931034,32.81896551724138,20.28448275862069,15.137931034482758,2,1,0,1
2211.198275862069,1744.198275862069,1586.6896551724135,470.4224137931034,436.9310344827586,433.2758620689655,3872.1724137931033,3524.336206896552,3505.0258620689656,32.81896551724138,20.28448275862069,15.137931034482758,10.336206896551724,2,1,1,1
1744.198275862069,1586.6896551724135,1393.5,436.9310344827586,433.2758620689655,398.6810344827586,3524.336206896552,3505.0258620689656,3295.4827586206898,20.28448275862069,15.137931034482758,10.336206896551724,7.836206896551724,2,1,2,3
1586.6896551724135,1393.5,1308.2241379310344,433.2758620689655,398.6810344827586,373.7672413793104,3505.0258620689656,3295.4827586206898,3123.939655172414,15.137931034482758,10.336206896551724,7.836206896551724,5.293103448275862,2,1,3,3
1393.5,1308.2241379310344,1243.7155172413793,398.6810344827586,373.7672413793104,354.6551724137931,3295.4827586206898,3123.939655172414,2945.051724137931,10.336206896551724,7.836206896551724,5.293103448275862,4.5,2,1,4,3
1308.2241379310344,1243.7155172413793,1203.8362068965516,373.7672413793104,354.6551724137931,342.7586206896552,3123.939655172414,2945.051724137931,2812.586206896552,7.836206896551724,5.293103448275862,4.5,2.8879310344827585,2,1,5,0
1243.7155172413793,1203.8362068965516,1186.8706896551723,354.6551724137931,342.7586206896552,338.05172413793105,2945.051724137931,2812.586206896552,2721.793103448276,5.293103448275862,4.5,2.8879310344827585,5.663793103448276,2,1,6,0
1203.8362068965516,1186.8706896551723,1203.301724137931,342.7586206896552,338.05172413793105,339.6034482758621,2812.586206896552,2721.793103448276,2671.439655172414,4.5,2.8879310344827585,5.663793103448276,10.413793103448276,2,1,7,0
1186.8706896551723,1203.301724137931,1312.2586206896551,338.05172413793105,339.6034482758621,351.3534482758621,2721.793103448276,2671.439655172414,2650.396551724138,2.8879310344827585,5.663793103448276,10.413793103448276,14.45689655172414,2,1,8,0
1203.301724137931,1312.2586206896551,1414.1810344827586,339.6034482758621,351.3534482758621,373.9224137931034,2671.439655172414,2650.396551724138,2666.508620689656,5.663793103448276,10.413793103448276,14.45689655172414,19.21551724137931,2,1,9,3
1312.2586206896551,1414.1810344827586,1616.8793103448277,351.3534482758621,373.9224137931034,420.4741379310345,2650.396551724138,2666.508620689656,2774.637931034483,10.413793103448276,14.45689655172414,19.21551724137931,20.14655172413793,2,1,10,3
1414.1810344827586,1616.8793103448277,1890.4913793103449,373.9224137931034,420.4741379310345,470.2672413793104,2666.508620689656,2774.637931034483,2887.112068965517,14.45689655172414,19.21551724137931,20.14655172413793,21.30172413793104,2,1,11,3
1616.8793103448277,1890.4913793103449,2205.353448275862,420.4741379310345,470.2672413793104,501.0258620689655,2774.637931034483,2887.112068965517,3034.6810344827586,19.21551724137931,20.14655172413793,21.30172413793104,24.560344827586206,2,1,12,1
1890.4913793103449,2205.353448275862,2646.456896551724,470.2672413793104,501.0258620689655,525.4051724137931,2887.112068965517,3034.6810344827586,3235.7413793103447,20.14655172413793,21.30172413793104,24.560344827586206,28.310344827586206,2,1,13,1
2205.353448275862,2646.456896551724,2953.637931034483,501.0258620689655,525.4051724137931,529.5948275862069,3034.6810344827586,3235.7413793103447,3641.0172413793102,21.30172413793104,24.560344827586206,28.310344827586206,30.07758620689655,2,1,14,1
2646.456896551724,2953.637931034483,3194.5,525.4051724137931,529.5948275862069,518.1034482758621,3235.7413793103447,3641.0172413793102,3809.146551724138,24.560344827586206,28.310344827586206,30.07758620689655,31.02586206896552,2,1,15,1
2953.637931034483,3194.5,3417.887931034483,529.5948275862069,518.1034482758621,497.2931034482759,3641.0172413793102,3809.146551724138,3807.456896551724,28.310344827586206,30.07758620689655,31.02586206896552,34.94827586206897,2,1,16,1
3194.5,3417.887931034483,3396.2844827586205,518.1034482758621,497.2931034482759,482.1034482758621,3809.146551724138,3807.456896551724,3826.293103448276,30.07758620689655,31.02586206896552,34.94827586206897,42.51724137931034,2,1,17,1
3417.887931034483,3396.2844827586205,3263.2241379310344,497.2931034482759,482.1034482758621,480.7758620689655,3807.456896551724,3826.293103448276,3860.6724137931033,31.02586206896552,34.94827586206897,42.51724137931034,40.73275862068966,2,1,18,1
3396.2844827586205,3263.2241379310344,3113.6293103448274,482.1034482758621,480.7758620689655,500.4655172413793,3826.293103448276,3860.6724137931033,4031.379310344827,34.94827586206897,42.51724137931034,40.73275862068966,36.33620689655172,2,1,19,1
3263.2241379310344,3113.6293103448274,3057.2672413793102,480.7758620689655,500.4655172413793,528.9655172413793,3860.6724137931033,4031.379310344827,4379.836206896552,42.51724137931034,40.73275862068966,36.33620689655172,37.38793103448276,2,1,20,1
3113.6293103448274,3057.2672413793102,2958.155172413793,500.4655172413793,528.9655172413793,524.3534482758621,4031.379310344827,4379.836206896552,4469.172413793103,40.73275862068966,36.33620689655172,37.38793103448276,39.26724137931034,2,1,21,1
3057.2672413793102,2958.155172413793,2625.146551724138,528.9655172413793,524.3534482758621,499.3706896551725,4379.836206896552,4469.172413793103,4229.46551724138,36.33620689655172,37.38793103448276,39.26724137931034,32.81896551724138,2,1,22,1
2958.155172413793,2625.146551724138,2211.198275862069,524.3534482758621,499.3706896551725,470.4224137931034,4469.172413793103,4229.46551724138,3872.1724137931033,37.38793103448276,39.26724137931034,32.81896551724138,20.28448275862069,2,1,23,1
5003.461847389558,4741.020080321285,4592.795180722892,3066.160642570281,2971.9156626506024,2874.1646586345382,1310.0341365461848,1103.8383534136549,881.5502008032129,43.196787148594375,32.15261044176707,15.53012048192771,8.666666666666666,20,0,0,1
4741.020080321285,4592.795180722892,4399.2610441767065,2971.9156626506024,2874.1646586345382,2770.7630522088352,1103.8383534136549,881.5502008032129,657.0401606722529,32.15261044176707,15.53012048192771,8.666666666666666,2.927710843373494,20,0,1,3
4592.795180722892,4399.2610441767065,4273.032128514056,2874.1646586345382,2770.7630522088352,2708.4899598393577,881.5502008032129,657.0401606722529,529.8875502156445,15.53012048192771,8.666666666666666,2.927710843373494,1.3975903614457832,20,0,2,3
4399.2610441767065,4273.032128514056,4095.036144578313,2770.7630522088352,2708.4899598393577,2627.967871485944,657.0401606722529,529.8875502156445,445.8032128588263,8.666666666666666,2.927710843373494,1.3975903614457832,0.8955823293172691,20,0,3,0
4273.032128514056,4095.036144578313,3947.060240963856,2708.4899598393577,2627.967871485944,2550.626506024096,529.8875502156445,445.8032128588263,398.815261047887,2.927710843373494,1.3975903614457832,0.8955823293172691,1.3815261044176708,20,0,4,0
4095.036144578313,3947.060240963856,3842.4779116465866,2627.967871485944,2550.626506024096,2492.6706827309235,445.8032128588263,398.815261047887,371.261044178562,1.3975903614457832,0.8955823293172691,1.3815261044176708,3.694779116465864,20,0,5,0
3947.060240963856,3842.4779116465866,3788.5662650602408,2550.626506024096,2492.6706827309235,2455.5662650602408,398.815261047887,371.261044178562,355.8915662659878,0.8955823293172691,1.3815261044176708,3.694779116465864,9.02008032128514,20,0,6,0
3842.4779116465866,3788.5662650602408,3783.124497991968,2492.6706827309235,2455.5662650602408,2445.710843373494,371.261044178562,355.8915662659878,362.1606425707449,1.3815261044176708,3.694779116465864,9.02008032128514,41.67469879518072,20,0,7,0
3788.5662650602408,3783.124497991968,3867.457831325301,2455.5662650602408,2445.710843373494,2520.281124497992,355.8915662659878,362.1606425707449,428.1004016066576,3.694779116465864,9.02008032128514,41.67469879518072,73.8714859437751,20,0,8,3
3783.124497991968,3867.457831325301,4083.21686746988,2445.710843373494,2520.281124497992,2674.5140562248994,362.1606425707449,428.1004016066576,642.9397590362605,9.02008032128514,41.67469879518072,73.8714859437751,48.493975903614455,20,0,9,1
3867.457831325301,4083.21686746988,5052.116465863453,2520.281124497992,2674.5140562248994,2936.7670682730923,428.1004016066576,642.9397590362605,1003.3694779117044,41.67469879518072,73.8714859437751,48.493975903614455,32.55421686746988,20,0,10,2
4083.21686746988,5052.116465863453,5985.975903614458,2674.5140562248994,2936.7670682730923,3113.895582329317,642.9397590362605,1003.3694779117044,1292.8995983936034,73.8714859437751,48.493975903614455,32.55421686746988,27.65863453815261,20,0,11,2
5052.116465863453,5985.975903614458,6274.184738955823,2936.7670682730923,3113.895582329317,3159.132530120482,1003.3694779117044,1292.8995983936034,1548.216867469894,48.493975903614455,32.55421686746988,27.65863453815261,35.91566265060241,20,0,12,1
5985.975903614458,6274.184738955823,6359.787148594378,3113.895582329317,3159.132530120482,3170.85140562249,1292.8995983936034,1548.216867469894,1687.835341365469,32.55421686746988,27.65863453815261,35.91566265060241,36.87550200803213,20,0,13,1
6274.184738955823,6359.787148594378,6563.759036144578,3159.132530120482,3170.85140562249,3261.710843373494,1548.216867469894,1687.835341365469,1924.5983935743009,27.65863453815261,35.91566265060241,36.87550200803213,29.634538152610443,20,0,14,1
6359.787148594378,6563.759036144578,6563.353413654619,3170.85140562249,3261.710843373494,3173.401606425703,1687.835341365469,1924.5983935743009,1947.240963855424,35.91566265060241,36.87550200803213,29.634538152610443,30.373493975903614,20,0,15,1
6563.759036144578,6563.353413654619,6526.807228915663,3261.710843373494,3173.401606425703,3182.0361445783133,1924.5983935743009,1947.240963855424,1955.3654618473904,36.87550200803213,29.634538152610443,30.373493975903614,38.03212851405623,20,0,16,1
6563.353413654619,6526.807228915663,6501.7389558232935,3173.401606425703,3182.0361445783133,3204.755020080321,1947.240963855424,1955.3654618473904,1967.5461847389563,29.634538152610443,30.373493975903614,38.03212851405623,60.28915662650602,20,0,17,1
6526.807228915663,6501.7389558232935,6436.642570281125,3182.0361445783133,3204.755020080321,3283.6666666666665,1955.3654618473904,1967.5461847389563,1920.248995983936,30.373493975903614,38.03212851405623,60.28915662650602,87.144578313253,20,0,18,2
6501.7389558232935,6436.642570281125,6349.060240963855,3204.755020080321,3283.6666666666665,3446.481927710844,1967.5461847389563,1920.248995983936,1970.309236947791,38.03212851405623,60.28915662650602,87.144578313253,54.81124497991968,20,0,19,2
6436.642570281125,6349.060240963855,5878.5341365461845,3283.6666666666665,3446.481927710844,3447.8353413654618,1920.248995983936,1970.309236947791,1808.5020080321283,60.28915662650602,87.144578313253,54.81124497991968,38.60642570281125,20,0,20,2
6349.060240963855,5878.5341365461845,5345.943775100402,3446.481927710844,3447.8353413654618,3255.156626506024,1970.309236947791,1808.5020080321283,1552.3975903614455,87.144578313253,54.81124497991968,38.60642570281125,43.196787148594375,20,0,21,2
5878.5341365461845,5345.943775100402,5003.461847389558,3447.8353413654618,3255.156626506024,3066.160642570281,1808.5020080321283,1552.3975903614455,1310.0341365461848,54.81124497991968,38.60642570281125,43.196787148594375,32.15261044176707,20,0,22,2
5345.943775100402,5003.461847389558,4741.020080321285,3255.156626506024,3066.160642570281,2971.9156626506024,1552.3975903614455,1310.0341365461848,1103.8383534136549,38.60642570281125,43.196787148594375,32.15261044176707,15.53012048192771,20,0,23,1
2691.594827586207,2725.620689655173,2720.956896551724,2925.387931034483,2993.0172413793102,3038.620689655173,6750.258620689655,6721.017241379311,6620.818965517241,34.75,27.33620689655172,15.35344827586207,12.939655172413794,20,1,0,1
2725.620689655173,2720.956896551724,2689.9137931034484,2993.0172413793102,3038.620689655173,3034.948275862069,6721.017241379311,6620.818965517241,6512.5,27.33620689655172,15.35344827586207,12.939655172413794,5.75,20,1,1,3
2720.956896551724,2689.9137931034484,2637.508620689656,3038.620689655173,3034.948275862069,3019.543103448276,6620.818965517241,6512.5,6370.137931034483,15.35344827586207,12.939655172413794,5.75,3.189655172413793,20,1,2,3
2689.9137931034484,2637.508620689656,2577.6637931034484,3034.948275862069,3019.543103448276,2973.853448275862,6512.5,6370.137931034483,6228.551724137931,12.939655172413794,5.75,3.189655172413793,1.7413793103448276,20,1,3,3
2637.508620689656,2577.6637931034484,2506.5689655172414,3019.543103448276,2973.853448275862,2912.206896551724,6370.137931034483,6228.551724137931,6067.094827586207,5.75,3.189655172413793,1.7413793103448276,1.6810344827586208,20,1,4,0
2577.6637931034484,2506.5689655172414,2449.8275862068967,2973.853448275862,2912.206896551724,2850.801724137931,6228.551724137931,6067.094827586207,5956.862068965517,3.189655172413793,1.7413793103448276,1.6810344827586208,3.413793103448276,20,1,5,0
2506.5689655172414,2449.8275862068967,2407.2844827586205,2912.206896551724,2850.801724137931,2818.344827586207,6067.094827586207,5956.862068965517,5897.982758620689,1.7413793103448276,1.6810344827586208,3.413793103448276,6.189655172413793,20,1,6,0
2449.8275862068967,2407.2844827586205,2386.551724137931,2850.801724137931,2818.344827586207,2825.3189655172414,5956.862068965517,5897.982758620689,5870.198275862069,1.6810344827586208,3.413793103448276,6.189655172413793,13.724137931034482,20,1,7,0
2407.2844827586205,2386.551724137931,2408.3793103448274,2818.344827586207,2825.3189655172414,2846.7844827586205,5897.982758620689,5870.198275862069,5964.96551724138,3.413793103448276,6.189655172413793,13.724137931034482,29.86206896551724,20,1,8,3
2386.551724137931,2408.3793103448274,2479.5258620689656,2825.3189655172414,2846.7844827586205,2935.4741379310344,5870.198275862069,5964.96551724138,6223.991379310345,6.189655172413793,13.724137931034482,29.86206896551724,28.370689655172413,20,1,9,3
2408.3793103448274,2479.5258620689656,2614.8275862068967,2846.7844827586205,2935.4741379310344,3013.086206896552,5964.96551724138,6223.991379310345,6624.017241379311,13.724137931034482,29.86206896551724,28.370689655172413,26.698275862068964,20,1,10,1
2479.5258620689656,2614.8275862068967,2751.5344827586205,2935.4741379310344,3013.086206896552,3119.1810344827586,6223.991379310345,6624.017241379311,6976.672413793103,29.86206896551724,28.370689655172413,26.698275862068964,27.9396551724138,20,1,11,1
2614.8275862068967,2751.5344827586205,2821.2844827586205,3013.086206896552,3119.1810344827586,3176.862068965517,6624.017241379311,6976.672413793103,7095.620689655172,28.370689655172413,26.698275862068964,27.9396551724138,36.543103448275865,20,1,12,1
2751.5344827586205,2821.2844827586205,2822.7327586206898,3119.1810344827586,3176.862068965517,3177.120689655173,6976.672413793103,7095.620689655172,7249.586206896552,26.698275862068964,27.9396551724138,36.543103448275865,39.91379310344828,20,1,13,1
2821.2844827586205,2822.7327586206898,2795.3189655172414,3176.862068965517,3177.120689655173,3122.086206896552,7095.620689655172,7249.586206896552,7364.1551724137935,27.9396551724138,36.543103448275865,39.91379310344828,37.456896551724135,20,1,14,1
2822.7327586206898,2795.3189655172414,2752.956896551724,3177.120689655173,3122.086206896552,3144.793103448276,7249.586206896552,7364.1551724137935,7400.741379310345,36.543103448275865,39.91379310344828,37.456896551724135,37.00862068965517,20,1,15,1
2795.3189655172414,2752.956896551724,2712.5689655172414,3122.086206896552,3144.793103448276,3181.293103448276,7364.1551724137935,7400.741379310345,7374.086206896552,39.91379310344828,37.456896551724135,37.00862068965517,41.69827586206897,20,1,16,1
2752.956896551724,2712.5689655172414,2672.8275862068967,3144.793103448276,3181.293103448276,3225.7758620689656,7400.741379310345,7374.086206896552,7275.5344827586205,37.456896551724135,37.00862068965517,41.69827586206897,45.63793103448276,20,1,17,1
2712.5689655172414,2672.8275862068967,2687.0775862068967,3181.293103448276,3225.7758620689656,3213.8189655172414,7374.086206896552,7275.5344827586205,7215.0948275862065,37.00862068965517,41.69827586206897,45.63793103448276,43.43103448275862,20,1,18,1
2672.8275862068967,2687.0775862068967,2750.706896551724,3225.7758620689656,3213.8189655172414,3089.4741379310344,7275.5344827586205,7215.0948275862065,7239.5,41.69827586206897,45.63793103448276,43.43103448275862,33.51724137931034,20,1,19,2
2687.0775862068967,2750.706896551724,2712.086206896552,3213.8189655172414,3089.4741379310344,2944.293103448276,7215.0948275862065,7239.5,7145.482758620689,45.63793103448276,43.43103448275862,33.51724137931034,29.594827586206897,20,1,20,1
2750.706896551724,2712.086206896552,2677.4310344827586,3089.4741379310344,2944.293103448276,2890.6810344827586,7239.5,7145.482758620689,6917.1551724137935,43.43103448275862,33.51724137931034,29.594827586206897,34.75,20,1,21,1
2712.086206896552,2677.4310344827586,2691.594827586207,2944.293103448276,2890.6810344827586,2925.387931034483,7145.482758620689,6917.1551724137935,6750.258620689655,33.51724137931034,29.594827586206897,34.75,27.33620689655172,20,1,22,1
2677.4310344827586,2691.594827586207,2725.620689655173,2890.6810344827586,2925.387931034483,2993.0172413793102,6917.1551724137935,6750.258620689655,6721.017241379311,29.594827586206897,34.75,27.33620689655172,15.35344827586207,20,1,23,1
2684.726907630522,2568.112449799197,2503.590361445783,4635.120481927711,4442.305220883534,4189.224899598394,3092.417670682731,3103.8192771084337,3134.3413654618475,28.55823293172691,20.24497991967872,9.855421686746988,4.867469879518072,24,0,0,1
2568.112449799197,2503.590361445783,2443.0642570281125,4442.305220883534,4189.224899598394,4058.120481927711,3103.8192771084337,3134.3413654618475,3138.4859437751006,20.24497991967872,9.855421686746988,4.867469879518072,1.8032128514056225,24,0,1,3
2503.590361445783,2443.0642570281125,2399.578313253012,4189.224899598394,4058.120481927711,3985.341365461848,3134.3413654618475,3138.4859437751006,3123.25702811245,9.855421686746988,4.867469879518072,1.8032128514056225,1.0522088353413654,24,0,2,0
2443.0642570281125,2399.578313253012,2325.429718875502,4058.120481927711,3985.341365461848,3896.160642570281,3138.4859437751006,3123.25702811245,3061.979919678715,4.867469879518072,1.8032128514056225,1.0522088353413654,0.5180722891566265,24,0,3,0
2399.578313253012,2325.429718875502,2248.008032128514,3985.341365461848,3896.160642570281,3786.670682730924,3123.25702811245,3061.979919678715,2988.429718875502,1.8032128514056225,1.0522088353413654,0.5180722891566265,0.678714859437751,24,0,4,0
2325.429718875502,2248.008032128514,2191.734939759036,3896.160642570281,3786.670682730924,3700.8353413654618,3061.979919678715,2988.429718875502,2920.0883534136547,1.0522088353413654,0.5180722891566265,0.678714859437751,2.0120481927710845,24,0,5,0
2248.008032128514,2191.734939759036,2167.377510040161,3786.670682730924,3700.8353413654618,3649.755020080321,2988.429718875502,2920.0883534136547,2891.2289156626507,0.5180722891566265,0.678714859437751,2.0120481927710845,8.204819277108435,24,0,6,0
2191.734939759036,2167.377510040161,2157.9076305220883,3700.8353413654618,3649.755020080321,3646.381526104418,2920.0883534136547,2891.2289156626507,2909.5341365461845,0.678714859437751,2.0120481927710845,8.204819277108435,29.06425702811245,24,0,7,0
2167.377510040161,2157.9076305220883,2192.4698795180725,3649.755020080321,3646.381526104418,3774.887550200803,2891.2289156626507,2909.5341365461845,2986.738955823293,2.0120481927710845,8.204819277108435,29.06425702811245,46.44176706827309,24,0,8,3
2157.9076305220883,2192.4698795180725,2313.967871485944,3646.381526104418,3774.887550200803,4087.008032128514,2909.5341365461845,2986.738955823293,3201.995983935743,8.204819277108435,29.06425702811245,46.44176706827309,29.06425702811245,24,0,9,1
2192.4698795180725,2313.967871485944,2811.6586345381525,3774.887550200803,4087.008032128514,4272.116465863453,2986.738955823293,3201.995983935743,3331.0401606425703,29.06425702811245,46.44176706827309,29.06425702811245,18.477911646586342,24,0,10,1
2313.967871485944,2811.6586345381525,3101.582329317269,4087.008032128514,4272.116465863453,3874.582329317269,3201.995983935743,3331.0401606425703,3380.0803212851406,46.44176706827309,29.06425702811245,18.477911646586342,17.056224899598394,24,0,11,1
2811.6586345381525,3101.582329317269,3216.004016064257,4272.116465863453,3874.582329317269,3878.441767068273,3331.0401606425703,3380.0803212851406,3362.413654618474,29.06425702811245,18.477911646586342,17.056224899598394,20.1285140562249,24,0,12,1
3101.582329317269,3216.004016064257,3263.9236947791164,3874.582329317269,3878.441767068273,3959.518072289157,3380.0803212851406,3362.413654618474,3302.120481927711,18.477911646586342,17.056224899598394,20.1285140562249,24.795180722891565,24,0,13,3
3216.004016064257,3263.9236947791164,3401.2369477911648,3878.441767068273,3959.518072289157,4095.277108433735,3362.413654618474,3302.120481927711,3139.578313253012,17.056224899598394,20.1285140562249,24.795180722891565,17.759036144578314,24,0,14,1
3263.9236947791164,3401.2369477911648,3337.5180722891564,3959.518072289157,4095.277108433735,4035.2208835341366,3302.120481927711,3139.578313253012,3237.0642570281125,20.1285140562249,24.795180722891565,17.759036144578314,20.42570281124498,24,0,15,1
3401.2369477911648,3337.5180722891564,3305.622489959839,4095.277108433735,4035.2208835341366,3977.353413654618,3139.578313253012,3237.0642570281125,3307.0602409638554,24.795180722891565,17.759036144578314,20.42570281124498,27.281124497991968,24,0,16,1
3337.5180722891564,3305.622489959839,3302.3654618473897,4035.2208835341366,3977.353413654618,3970.164658634538,3237.0642570281125,3307.0602409638554,3310.104417670683,17.759036144578314,20.42570281124498,27.281124497991968,45.62248995983936,24,0,17,1
3305.622489959839,3302.3654618473897,3301.3132530120483,3977.353413654618,3970.164658634538,4092.337349397592,3307.0602409638554,3310.104417670683,3306.253012048193,20.42570281124498,27.281124497991968,45.62248995983936,50.70281124497992,24,0,18,1
3302.3654618473897,3301.3132530120483,3314.9598393574297,3970.164658634538,4092.337349397592,4467.550200803213,3310.104417670683,3306.253012048193,3254.124497991968,27.281124497991968,45.62248995983936,50.70281124497992,31.59437751004016,24,0,19,1
3301.3132530120483,3314.9598393574297,3058.8072289156626,4092.337349397592,4467.550200803213,5060.004016064257,3306.253012048193,3254.124497991968,3106.016064257028,45.62248995983936,50.70281124497992,31.59437751004016,26.31726907630522,24,0,20,2
3314.9598393574297,3058.8072289156626,2839.4698795180725,4467.550200803213,5060.004016064257,4836.196787148594,3254.124497991968,3106.016064257028,3092.5140562248994,50.70281124497992,31.59437751004016,26.31726907630522,28.55823293172691,24,0,21,1
3058.8072289156626,2839.4698795180725,2684.726907630522,5060.004016064257,4836.196787148594,4635.120481927711,3106.016064257028,3092.5140562248994,3092.417670682731,31.59437751004016,26.31726907630522,28.55823293172691,20.24497991967872,24,0,22,1
2839.4698795180725,2684.726907630522,2568.112449799197,4836.196787148594,4635.120481927711,4442.305220883534,3092.5140562248994,3092.417670682731,3103.8192771084337,26.31726907630522,28.55823293172691,20.24497991967872,9.855421686746988,24,0,23,1
2373.0344827586205,2371.4913793103447,2380.5,3472.6810344827586,3432.956896551724,3353.810344827586,2925.387931034483,2993.0172413793102,3038.620689655173,21.50862068965517,15.698275862068966,8.78448275862069,6.913793103448276,24,1,0,3
