,loss,val_loss
0,1.665134072303772,0.08434483408927917
1,0.08899489790201187,0.37584996223449707
2,0.39938023686408997,0.287921279668808
3,0.2183331698179245,0.05275772511959076
4,0.04513103887438774,0.06927338987588882
5,0.08653781563043594,0.120977021753788
6,0.12005370110273361,0.0909612700343132
7,0.08094863593578339,0.04644404351711273
8,0.042850762605667114,0.03720182925462723
9,0.03961263224482536,0.04857936501502991
10,0.050035879015922546,0.05189845710992813
11,0.05019630864262581,0.04322255030274391
12,0.04111567512154579,0.03538550063967705
13,0.035167403519153595,0.03423754498362541
14,0.03508123382925987,0.03601518273353577
15,0.03681838884949684,0.03613000363111496
16,0.036362357437610626,0.034092020243406296
17,0.034137409180402756,0.03203662857413292
18,0.03212090954184532,0.03147849068045616
19,0.03198833018541336,0.03163694217801094
20,0.031886305660009384,0.031182052567601204
21,0.03123834729194641,0.030173074454069138
22,0.030233606696128845,0.02924153208732605
23,0.02960599958896637,0.028754793107509613
24,0.029324905946850777,0.028329964727163315
25,0.028645796701312065,0.027729976922273636
26,0.028030361980199814,0.02706073969602585
27,0.02710006758570671,0.026491433382034302
28,0.027053585276007652,0.02597646787762642
29,0.026146626099944115,0.02540583349764347
30,0.025731241330504417,0.024784713983535767
31,0.025041911751031876,0.024179233238101006
32,0.024374591186642647,0.02358383685350418
33,0.023938478901982307,0.022985221818089485
34,0.023209918290376663,0.022383136674761772
35,0.022418849170207977,0.02178232930600643
36,0.02194315567612648,0.021180910989642143
37,0.0215059295296669,0.020565221086144447
38,0.020794358104467392,0.019946353510022163
39,0.02017061784863472,0.01933279260993004
40,0.019718149676918983,0.01872219704091549
41,0.019051842391490936,0.018110917881131172
42,0.01838146522641182,0.017498107627034187
43,0.01798625849187374,0.016895504668354988
44,0.017237691208720207,0.016287529841065407
45,0.016595739871263504,0.015686100348830223
46,0.01632210612297058,0.015090780332684517
47,0.015440091490745544,0.014498790726065636
48,0.014924684539437294,0.01391613855957985
49,0.014572462998330593,0.013342903926968575
50,0.013769780285656452,0.012773075141012669
51,0.013421276584267616,0.01220540888607502
52,0.012841160409152508,0.011647574603557587
53,0.012217909097671509,0.01111682504415512
54,0.011871918104588985,0.010591478087008
55,0.011241879314184189,0.01008257269859314
56,0.010731392540037632,0.00960223376750946
57,0.010332619771361351,0.009118271991610527
58,0.009736447595059872,0.008652966469526291
59,0.009233972057700157,0.00820975098758936
60,0.008874228224158287,0.007787956390529871
61,0.0085392314940691,0.0073859551921486855
62,0.008223050273954868,0.0070047276094555855
63,0.00788022205233574,0.0066436477936804295
64,0.007534220349043608,0.006301370449364185
65,0.007215771358460188,0.005981298163533211
66,0.007003998849540949,0.005685305688530207
67,0.006684951949864626,0.005399833433330059
68,0.0062185670249164104,0.00513920234516263
69,0.006062480621039867,0.004908687435090542
70,0.00594452116638422,0.004689088556915522
71,0.005738220177590847,0.004481947515159845
72,0.0055563682690262794,0.00429933937266469
73,0.005385310854762793,0.004131650552153587
74,0.005151467397809029,0.003981838468462229
75,0.0049951160326600075,0.003849703585729003
76,0.00505250645801425,0.0037305739242583513
77,0.004918465856462717,0.0036263323854655027
78,0.004800467286258936,0.0035268485080450773
79,0.004668947774916887,0.0034430422820150852
80,0.004703938961029053,0.003376331180334091
81,0.004516024608165026,0.0033169020898640156
82,0.004553773906081915,0.0032480242662131786
83,0.004504562821239233,0.0032027934212237597
84,0.004359796643257141,0.003167381277307868
85,0.004269852768629789,0.0031208714935928583
86,0.004384330473840237,0.003085566218942404
87,0.0043947468511760235,0.0030537124257534742
88,0.004366276785731316,0.0030275348108261824
89,0.0041742222383618355,0.003020643489435315
90,0.004193402826786041,0.002991386456415057
91,0.0042176335118710995,0.002969924593344331
92,0.00424886355176568,0.002955031581223011
93,0.004297055769711733,0.0029493938200175762
94,0.004158848896622658,0.002944928128272295
95,0.004317264538258314,0.00291893701069057
96,0.004170091822743416,0.0029088447336107492
97,0.004082426894456148,0.0028993343003094196
98,0.00417054258286953,0.002891559386625886
99,0.004146188031882048,0.0028882878832519054
100,0.004038778133690357,0.0028733215294778347
101,0.0042089903727173805,0.0028669359162449837
102,0.004151436034590006,0.0028712088242173195
103,0.003993138670921326,0.0028627219144254923
104,0.003936741501092911,0.002855051774531603
105,0.004116896539926529,0.002835177583619952
106,0.003945596981793642,0.002848865697160363
107,0.004099065437912941,0.0028268008027225733
108,0.004277117550373077,0.002816655207425356
109,0.003935127519071102,0.0028159937355667353
110,0.004091142676770687,0.0028098546899855137
111,0.003988878335803747,0.0027973405085504055
112,0.004109808709472418,0.0027899350970983505
113,0.004028466530144215,0.0027876642998307943
114,0.0038659959100186825,0.0027780267409980297
115,0.004087346140295267,0.002775804605334997
116,0.003966959659010172,0.002767313038930297
117,0.00399765046313405,0.0028042399790138006
118,0.003921808674931526,0.002763438504189253
119,0.00397249823436141,0.002757135545834899
120,0.003928702790290117,0.002748998114839196
121,0.0039551593363285065,0.0027560614980757236
122,0.0039933668449521065,0.002733586123213172
123,0.004005265887826681,0.002727741841226816
124,0.003994181752204895,0.0027425866574048996
125,0.00398715166375041,0.002716669114306569
126,0.003826281288638711,0.002712683752179146
127,0.003965522162616253,0.0027281236834824085
128,0.004022256936877966,0.0027041311841458082
129,0.003951074555516243,0.0027052403893321753
130,0.003917408175766468,0.0026990296319127083
131,0.00395812327042222,0.002688040491193533
132,0.003789724549278617,0.0026826781686395407
133,0.0038489194121211767,0.002673449693247676
134,0.003837898373603821,0.002682448597624898
135,0.0039279526099562645,0.0026633471716195345
136,0.0039498694241046906,0.0026593401562422514
137,0.0038916023913770914,0.0026575427036732435
138,0.004000137094408274,0.002664451254531741
139,0.0037978338077664375,0.0026434818282723427
140,0.0037837165873497725,0.002637362340465188
141,0.003692400874570012,0.002634566044434905
142,0.00378163973800838,0.0026384741067886353
143,0.0038949137087911367,0.002620752202346921
144,0.003738225670531392,0.002614554250612855
145,0.003712940728291869,0.0026139551773667336
146,0.0036906562745571136,0.002605052897706628
147,0.00371318100951612,0.002598113613203168
148,0.0036609454546123743,0.0025913917925208807
149,0.0037122778594493866,0.0025858264416456223
150,0.0036784529220312834,0.002580527914687991
151,0.003692959202453494,0.0025802303571254015
152,0.0037339436821639538,0.0025677501689642668
153,0.0038196099922060966,0.0025636947248131037
154,0.003677551168948412,0.0025577780324965715
155,0.0036567491479218006,0.002552479039877653
156,0.0038045309484004974,0.0025451600085943937
157,0.0036083857994526625,0.0025466775987297297
158,0.0037514532450586557,0.0025352509692311287
159,0.0036011540796607733,0.002528791781514883
160,0.0037536469753831625,0.0025353494565933943
161,0.0036481472197920084,0.0025204659905284643
162,0.003759167855605483,0.002511686412617564
163,0.0037746543530374765,0.002506401389837265
164,0.0035810384433716536,0.0025019326712936163
165,0.0035263770259916782,0.0024933808017522097
166,0.0036438070237636566,0.002498035551980138
167,0.003642977913841605,0.002481434727087617
168,0.0034943711943924427,0.0024777462240308523
