,Predictions,Original
93,8140.7505,8193.4677734375
94,8133.879,8167.46923828125
95,8124.363,8134.859375000001
96,8107.617,8136.2392578125
97,8094.746,8267.4580078125
98,8071.2134,8369.2880859375
99,8053.184,8384.8779296875
100,8045.661,8314.0576171875
101,8032.735,8178.359374999999
102,8029.963,8068.139160156251
103,8022.122,8124.469238281251
104,8009.9375,7903.309570312501
105,7995.492,7606.221191406249
106,7971.627,7565.611328125
107,7942.929,7643.17138671875
108,7905.6274,7425.932128906249
109,7867.0317,7505.552246093749
110,7841.67,7591.2412109375
111,7813.199,7455.602050781249
112,7788.3535,7223.102539062499
113,7768.32,7210.712890625
114,7742.044,7117.0830078125
115,7715.059,7283.802246093749
116,7693.3374,7404.242187499999
117,7673.4863,7466.35205078125
118,7655.1553,7768.281250000001
119,7640.788,7754.401367187499
120,7623.927,7692.88134765625
121,7608.1987,7633.331054687501
122,7585.4287,7670.68115234375
123,7566.202,7722.611328125
124,7546.0845,7681.931152343749
125,7527.0146,7535.70166015625
126,7512.8145,7548.78125
127,7502.9473,7682.931152343751
128,7487.8496,7817.0810546875
129,7468.565,7758.60107421875
130,7461.575,7894.81982421875
131,7454.855,7845.940917968751
132,7442.868,7936.78955078125
133,7448.615,7947.49951171875
134,7451.975,7883.129882812499
135,7454.852,7815.500976562499
136,7465.107,7789.191406250001
137,7461.2646,7875.88037109375
138,7463.4326,7924.8095703125
139,7458.5107,8032.8291015625
140,7451.03,8047.63916015625
141,7444.325,7949.169921875
142,7437.1543,7881.029785156249
143,7427.789,7879.859863281251
144,7423.3325,7902.369628906251
145,7420.864,7890.26953125
146,7430.6104,7830.11083984375
147,7440.1484,7775.301269531249
148,7440.274,7730.4013671875
149,7432.6416,7653.480957031249
150,7412.5205,7599.011230468751
151,7400.3555,7593.111328125001
152,7396.9233,7499.702148437499
153,7398.547,7471.71240234375
154,7396.7363,7529.991699218749
155,7396.056,7372.092285156249
156,7392.5654,7383.952148437499
157,7379.9062,7351.48193359375
158,7368.431,7362.52197265625
159,7349.4434,7348.012207031249
160,7323.107,7273.822265625
161,7298.9907,7181.5625
162,7270.9214,7293.372070312499
163,7256.127,7270.81201171875
164,7240.2695,7213.3427734375
165,7226.2793,6957.72412109375
166,7215.4316,6908.30419921875
167,7193.9546,6814.30419921875
168,7169.547,6813.27392578125
169,7143.8643,6723.744140625
170,7125.083,6550.0849609375
171,7105.7764,6335.0654296875
172,7086.037,6471.65576171875
173,7060.214,6251.3564453125
174,7032.2603,6463.12548828125
175,7015.7197,6800.7041015625
176,7000.431,6942.23388671875
177,6993.685,6894.5439453125
178,6988.479,6803.80419921875
179,6968.9443,6841.80419921875
180,6946.4634,6860.14404296875
181,6921.933,6857.93408203125
182,6914.6206,6972.51416015625
183,6910.275,7000.494140625
184,6905.7637,6961.73388671875
185,6897.7246,7029.3740234375
186,6885.586,7033.96435546875
187,6876.6006,6962.14404296875
188,6867.659,6979.92431640625
189,6862.9014,6979.8642578125
190,6851.019,6910.583984375
191,6841.494,6884.47412109375
192,6845.0024,6833.92431640625
193,6843.3486,6702.0341796875
194,6835.3364,6435.9755859375
195,6828.0054,6485.30029296875
196,6814.5137,6534.625
197,6791.0796,6674.86474609375
198,6773.479,6970.2041015625
199,6771.023,6944.14404296875
200,6767.6924,6920.42431640625
201,6760.7476,6909.1943359375
202,6753.588,6819.09423828125
203,6740.471,6799.85400390625
204,6723.475,6852.194091796875
205,6717.1255,6904.5341796875
206,6711.0327,6848.6943359375
207,6700.334,7021.39404296875
208,6685.803,6987.76416015625
209,6669.5103,7055.43408203125
210,6667.1807,7050.2939453125
211,6666.1094,7036.60400390625
212,6677.0625,6962.06396484375
213,6688.0684,7016.8642578125
214,6691.2583,7101.43359375
215,6700.3213,7218.0625
216,6708.4893,7071.4140625
217,6719.6577,6905.2939453125
218,6724.83,6957.244140625
219,6718.769,6889.6240234375
220,6706.041,6957.3740234375
221,6699.4214,6812.27392578125
222,6686.9575,6654.7646484375
223,6678.2026,6742.179443359375
224,6671.2646,6829.59423828125
225,6660.904,7003.84423828125
226,6655.668,7131.873046875
227,6661.5117,7100.11376953125
228,6677.2715,7300.31201171875
229,6687.644,7380.501953125
230,6693.5493,7312.231933593749
231,6709.1436,7435.81201171875
232,6714.897,7213.47265625
233,6723.4507,7377.832031249999
234,6744.5337,7320.09228515625
235,6764.2583,7177.19287109375
236,6780.11,7102.34375
237,6783.528,7157.193359375
238,6791.578,7140.0830078125
239,6791.8354,7201.8125
240,6793.616,7303.31201171875
241,6806.487,7212.65283203125
242,6807.2354,7117.88330078125
243,6818.221,7048.5439453125
244,6827.7803,6939.71435546875
245,6828.4805,6889.47412109375
246,6828.612,6936.7939453125
247,6819.845,6769.494140625
248,6803.598,6650.61474609375
249,6792.2354,6636.634765625
250,6771.263,6558.2548828125
251,6754.1333,6782.654296875
252,6752.668,6688.6240234375
253,6751.886,6682.97412109375
254,6760.244,6481.62548828125
255,6748.5396,6478.24560546875
256,6729.735,6462.00537109375
257,6712.37,6418.40576171875
258,6693.0923,6285.40625
259,6676.9614,6152.40673828125
260,6656.173,6199.88671875
261,6639.1333,6404.28564453125
262,6618.4106,6421.7255859375
263,6616.9424,6406.9658203125
264,6618.428,6363.86572265625
265,6605.1245,6319.31591796875
266,6600.3228,6241.29638671875
267,6584.474,6454.57568359375
268,6575.845,6377.2255859375
269,6572.9844,6343.33544921875
270,6562.599,6310.68603515625
271,6554.601,6332.17578125
272,6532.644,6228.9267578125
273,6505.171,6032.12744140625
274,6484.764,6115.61767578125
275,6458.218,6138.84765625
276,6442.6426,6063.3876953125
277,6435.2256,5983.97802734375
278,6415.736,5862.76806640625
279,6403.693,5749.619140625
280,6385.53,5743.8388671875
281,6372.431,5514.86962890625
282,6356.1104,5474.76953125
283,6330.5664,5822.9580078125
284,6311.285,5723.708984375
285,6289.146,5797.97900390625
286,6273.422,5871.639997209822
287,6258.395,5945.300990513393
288,6244.291,6018.961983816965
289,6230.7017,6092.622977120535
290,6217.4434,6166.283970424107
291,6209.6543,6239.944963727678
292,6202.5,6313.60595703125
293,6191.8174,6180.91650390625
294,6183.859,6238.8466796875
295,6180.5166,6275.505859375
296,6172.6523,6318.49609375
297,6163.1606,6312.22607421875
298,6161.3364,6263.51611328125
299,6160.1733,6403.11572265625
300,6164.134,6393.7158203125
301,6162.7515,6383.0654296875
302,6158.3496,6431.935546875
303,6165.239,6493.4052734375
304,6172.435,6486.5849609375
305,6182.96,6436.775390625
306,6194.3965,6462.70556640625
307,6199.9756,6598.294921875
308,6199.795,6672.20458984375
309,6204.5386,6757.0439453125
310,6216.132,6894.98388671875
311,6223.5522,6997.26416015625
312,6239.498,7043.2041015625
313,6254.018,6945.4541015625
314,6265.428,6889.39404296875
315,6279.165,6941.35400390625
316,6292.5317,7033.22412109375
317,6307.8423,6901.654296875
318,6320.0845,6898.63427734375
319,6334.372,6881.6943359375
320,6353.308,7018.654296875
321,6367.741,7232.482421874999
322,6387.9595,7198.222900390625
323,6421.2227,7163.96337890625
324,6446.058,7135.86328125
325,6465.0845,7273.382324218749
326,6487.1353,7265.67236328125
327,6502.4146,7242.372558593749
328,6529.925,7337.822265624999
329,6549.7495,7398.6220703125
330,6568.114,7498.142089843749
331,6591.1597,7466.791992187499
332,6605.279,7623.1513671875
333,6617.596,7627.71142578125
334,6630.007,7474.132324218749
335,6646.4766,7494.572265625
336,6662.9863,7612.770996093751
337,6684.6733,7629.061035156251
338,6707.8027,7550.101074218749
339,6741.8413,7496.58203125
340,6770.7563,7289.592285156249
341,6786.594,7371.14208984375
342,6807.2896,7383.23193359375
343,6811.73,7588.01123046875
344,6833.808,7572.13134765625
345,6866.152,7560.02099609375
346,6895.759,7469.302246093749
347,6916.6245,7484.34228515625
348,6931.7505,7474.42236328125
349,6947.395,7448.38232421875
350,6957.952,7416.17236328125
351,6971.813,7592.500976562499
352,6982.1157,7599.73095703125
353,6992.4717,7585.48095703125
354,6996.435,7614.571289062499
355,7003.8135,7608.851074218749
356,7020.315,7606.6611328125
357,7031.3716,7588.201171875
358,7043.833,7417.001953125
359,7057.4746,7426.602050781249
360,7064.8965,7468.98193359375
361,7073.202,7387.342285156249
362,7077.408,7316.5419921875
363,7091.051,7397.592285156249
364,7104.296,7488.001953124999
365,7111.234,7572.88134765625
366,7125.171,7590.411132812499
367,7138.3315,7802.6611328125
368,7153.138,7892.099609375
369,7167.3857,7957.679687499999
370,7184.665,7996.72900390625
371,7203.6455,7979.369140625
372,7218.441,7973.549804687501
373,7232.5444,7959.969726562501
374,7246.8677,8058.989257812501
375,7262.9326,8274.328125
376,7278.7476,8343.88818359375
377,7301.4463,8413.4482421875
378,7323.6406,8608.8779296875
379,7348.58,8492.2880859375
380,7378.8213,8589.27734375
381,7417.1143,8265.927734375
382,7438.7646,8281.41796875
383,7457.4653,8514.2373046875
384,7485.689,8467.337890625
385,7509.471,8519.69775390625
386,7539.0293,8572.0576171875
387,7564.3057,8593.3173828125
388,7587.416,8454.4580078125
389,7604.6025,8470.0380859375
390,7620.0034,8592.3974609375
391,7639.7886,8550.2373046875
392,7661.1104,8463.8681640625
393,7678.85,8204.4677734375
394,7683.9697,7888.629882812499
395,7682.6743,7918.009765625
396,7675.72,7411.55224609375
397,7655.6284,7386.8623046875
398,7646.414,7806.821289062501
399,7637.0464,7786.62109375
400,7631.1714,7678.64111328125
401,7627.139,7724.4912109375
402,7617.7026,7595.681152343751
403,7614.8154,7367.942382812499
404,7608.8037,7484.47216796875
405,7601.7705,7359.342285156249
406,7594.3477,7413.08203125
407,7590.5,7195.91259765625
408,7575.596,7175.16259765625
409,7546.5615,7110.7734375
410,7517.6104,6959.7041015625
411,7486.978,6823.494140625
412,7452.8057,7027.98388671875
413,7433.9863,7269.572265624999
414,7415.8584,7228.65283203125
415,7408.3193,7330.21240234375
416,7404.895,7626.020996093749
417,7385.0874,8018.439453125001
418,7402.0635,8083.3994140625
419,7412.959,7993.67919921875
420,7420.394,7964.6396484375
421,7437.2446,8117.38916015625
422,7444.8584,8119.94921875
423,7455.393,7984.359375
424,7461.6455,8127.05908203125
425,7476.774,8097.5390625
426,7489.992,8053.939453124999
427,7494.408,8071.329101562501
428,7511.8267,8157.699218750001
429,7525.8286,8273.2978515625
430,7537.637,8226.1181640625
431,7545.7236,8073.939453125001
432,7558.778,8130.2490234375
433,7572.8403,7945.729492187499
434,7571.6836,7973.269531249999
435,7578.953,8024.9892578125
436,7589.27,8161.429199218751
437,7606.2314,8178.6591796875
438,7619.455,8091.989257812499
439,7621.6904,7971.009765625
440,7616.5996,7968.869628906249
441,7613.7925,7916.889648437501
442,7608.2036,7972.10986328125
443,7610.287,7929.6681640625
444,7618.097,7887.22646484375
445,7611.193,7844.784765624999
446,7606.963,7802.343066406249
447,7598.9497,7759.901367187499
448,7575.528,7577.8212890625
449,7549.1396,7615.42138671875
450,7527.4478,7598.761230468749
451,7508.7183,7694.961425781251
452,7508.917,7685.451171875001
453,7510.8477,7556.98095703125
454,7521.814,7501.602050781249
455,7530.265,7611.971191406251
456,7524.167,7552.951171874999
457,7515.931,7607.081054687501
458,7506.5776,7835.3408203125
459,7492.4717,7836.910644531251
460,7487.965,7879.879882812499
461,7487.7275,7819.06103515625
462,7480.0737,7745.23095703125
463,7469.2573,7692.93115234375
464,7454.6963,7666.611328124999
465,7452.5454,7654.87109375
466,7450.135,7559.601074218749
467,7452.9663,7680.841308593751
468,7448.4385,7700.261230468749
469,7449.541,7701.19140625
470,7461.657,7681.8212890625
471,7470.081,7706.64111328125
472,7488.3564,7814.861328125
473,7503.5054,7721.56103515625
474,7510.7847,7580.06103515625
475,7516.979,7469.2021484375
476,7509.327,7488.23193359375
477,7501.4443,7401.462402343749
478,7493.672,7362.662109375
479,7480.0547,7401.7822265625
480,7472.9873,7532.19189453125
481,7467.629,7538.5966796875
482,7458.051,7545.00146484375
483,7450.6255,7606.171386718749
484,7445.9204,7645.750976562499
485,7444.0884,7718.031249999999
486,7442.2393,7770.78125
487,7439.5894,8052.279296875001
488,7451.9355,8046.159179687501
489,7461.8423,7921.81982421875
490,7467.861,7904.49951171875
491,7469.8784,7595.411132812501
492,7460.9316,7823.870605468751
493,7458.2617,7720.84130859375
494,7447.468,7766.17138671875
495,7454.2,7806.23095703125
496,7465.2354,7933.1396484375
497,7474.3076,7894.429687500001
498,7481.677,7827.0205078125
499,7482.0967,7810.9912109375
500,7485.0146,7738.81103515625
501,7478.886,7733.711425781249
502,7471.018,7883.579589843749
503,7473.354,7850.11083984375
504,7474.0386,7859.8603515625
505,7478.8545,7739.73095703125
506,7484.216,7723.191406249999
507,7486.3584,7782.9111328125
508,7488.7373,7934.2294921875
509,7482.5645,8002.729003906251
510,7491.034,8083.45947265625
511,7499.8735,8219.41796875
512,7511.119,8415.0380859375
513,7531.7017,8448.8076171875
514,7549.4917,8510.349609375
515,7572.9463,8571.8916015625
516,7598.7593,8633.43359375
517,7619.597,8694.9755859375
518,7640.092,8756.517578125
519,7654.4033,8849.837890625
520,7677.855,8921.9970703125
521,7704.316,8849.837890625
522,7734.362,9102.5654296875
523,7774.3843,8926.9970703125
524,7804.3374,9144.6162109375
525,7847.7734,9107.15625
526,7877.106,9023.20703125
527,7903.821,9315.3955078125
528,7936.915,9250.15625
529,7953.001,9151.40625
530,7982.7534,9136.916015625
531,8003.348,9255.90625
532,8035.3315,9387.0361328125
533,8068.3945,9372.3359375
534,8095.0786,9581.923828125
535,8139.7554,9628.9443359375
536,8174.3467,9696.873046875
537,8212.316,9744.8525390625
538,8247.989,9856.3525390625
539,8284.358,9881.767415364584
540,8330.59,9907.182291666666
541,8375.36,9932.59716796875
542,8421.8955,9958.012044270834
543,8457.297,9983.426920572916
544,8488.535,10008.841796875
545,8519.988,10057.6318359375
546,8548.304,10128.6318359375
547,8586.107,9971.412109375
548,8629.024,9957.7021484375
549,8659.699,10064.4521484375
550,8695.104,10202.162109375
551,8737.522,10096.341796875
552,8775.615,9912.6328125
553,8805.293,9731.892578125
554,8818.0205,9642.2236328125
555,8834.612,9599.1337890625
556,8840.346,9432.4560546875
557,8850.839,9434.18115234375
558,8866.928,9435.90625
559,8870.456,9689.0625
560,8883.466,9543.78515625
561,8888.928,9587.994140625
562,8907.558,9367.8759765625
563,8913.981,9380.0361328125
564,8918.918,9389.4560546875
565,8932.837,9587.2333984375
566,8938.534,9429.5654296875
567,8954.664,8811.91796875
568,8950.6,8835.5478515625
569,8942.846,8639.998046875
570,8925.746,8682.7275390625
571,8907.23,8763.2373046875
572,8894.279,8536.017578125
573,8882.392,9004.447265625
574,8880.886,9069.35546875
575,8875.658,9533.8349609375
576,8886.113,9482.6044921875
577,8894.409,9807.533203125
578,8913.692,9856.5625
579,8935.372,9805.6533203125
580,8950.376,9931.90234375
581,8964.971,9854.9130859375
582,8958.657,9965.3193359375
583,8971.91,10075.7255859375
584,8980.56,10186.1318359375
585,8997.485,9969.2421875
586,9014.728,9920.9921875
587,9024.277,10127.4423828125
588,9038.235,10068.01171875
589,9060.913,9911.3525390625
590,9077.407,9662.5634765625
591,9087.609,9374.576171875
592,9080.804,8993.646484375
593,9068.791,9306.99609375
594,9078.104,9104.3662109375
595,9068.955,9109.015625
596,9070.846,9120.4462890625
597,9062.951,8808.0576171875
598,9038.299,8921.0869140625
599,9024.77,8535.927734375
600,8983.718,8541.91796875
601,8966.447,8824.328125
602,8943.611,8731.52294921875
603,8929.628,8638.7177734375
604,8920.858,8419.9677734375
605,8873.242,8425.34765625
606,8826.106,8698.498046875
607,8777.268,8616.1474609375
608,8747.135,8635.8076171875
609,8715.722,8559.837890625
610,8683.169,8349.8779296875
611,8667.836,8560.408203125
612,8635.187,8464.9873046875
613,8637.3955,8727.7880859375
614,8650.934,9085.7060546875
615,8645.355,9087.17578125
616,8651.917,9119.7353515625
617,8641.696,8807.5380859375
618,8633.548,8670.9775390625
619,8611.258,8500.3779296875
620,8576.379,8438.0673828125
621,8557.617,8559.427734375
622,8540.939,8588.2177734375
623,8517.29,8764.3876953125
624,8506.151,8939.486328125
625,8493.406,8842.59765625
626,8486.3125,8883.4169921875
627,8481.096,8958.1767578125
628,8463.368,9036.80615234375
629,8472.463,9115.435546875
630,8483.845,9067.845703125
631,8508.275,9036.626953125
632,8539.179,8955.4072265625
633,8544.721,8891.056640625
634,8549.618,8935.197265625
635,8533.184,8844.9375
636,8535.189,8832.1181640625
637,8521.165,8751.0673828125
638,8508.594,8690.6279296875
639,8508.677,8637.5673828125
640,8489.623,8771.7373046875
641,8499.449,8684.8974609375
642,8496.653,8529.52734375
643,8495.33,8424.1376953125
644,8493.29,8365.59765625
645,8452.211,8120.859375
646,8415.893,8265.0576171875
647,8377.205,8297.7373046875
648,8335.423,8052.50927734375
649,8324.706,8421.7080078125
650,8319.918,8289.357421875
651,8309.432,8173.049316406251
652,8306.232,8154.63916015625
653,8278.857,8158.599121093749
654,8261.687,8059.71923828125
655,8228.983,8267.6279296875
656,8201.19,8497.09765625
657,8190.3794,8585.4873046875
658,8174.445,8368.748046875
659,8175.745,8411.84765625
660,8171.237,8219.498046875
661,8161.103,8167.33935546875
662,8153.218,8064.169433593751
663,8137.5347,7900.359863281249
664,8122.334,7961.509765625
665,8106.741,7956.249511718749
666,8090.8945,8122.079101562501
667,8094.9634,8114.889160156251
668,8084.6943,7984.619140625001
669,8085.799,7916.81982421875
670,8087.8125,7844.90087890625
671,8056.5435,7925.169921875
672,8033.757,7715.96142578125
673,8006.065,7797.7509765625
674,7977.2354,8048.109375
675,7961.678,8024.659179687501
676,7953.8774,7974.619628906251
677,7957.976,7848.8408203125
678,7939.8276,7845.660644531251
679,7922.975,8003.499023437499
680,7914.031,8143.21923828125
681,7895.279,8176.7890625
682,7894.693,8257.84765625
683,7901.6733,8118.019042968749
684,7906.0435,8108.414062499999
685,7909.8896,8098.809082031251
686,7905.5107,8026.289062499999
687,7903.6265,7845.8408203125
688,7885.511,7817.46142578125
689,7867.3403,7543.931640625
690,7844.1147,7616.951171875
691,7819.126,7420.0322265625
692,7805.338,7802.9912109375
693,7790.586,7785.591308593751
694,7797.5757,7610.750976562499
695,7805.6523,7430.902343749999
696,7780.0166,7367.962402343749
697,7748.2847,7335.172363281249
698,7708.5586,7363.402343749999
699,7675.095,7391.632324218749
700,7652.0977,7152.26318359375
701,7625.728,7155.42333984375
702,7611.672,6910.1142578125
703,7573.643,6734.8740234375
704,7542.0815,6880.06396484375
705,7518.1587,6920.8740234375
706,7481.5015,6612.06494140625
707,7440.2837,6677.4345703125
708,7407.9443,6749.00390625
709,7380.289,6717.01416015625
710,7356.106,6564.84521484375
711,7338.4785,6432.33544921875
712,7318.5005,6024.04736328125
713,7282.7783,6143.41748046875
714,7234.047,5997.8974609375
715,7170.5728,6029.62744140625
716,7126.988,6353.6455078125
717,7089.3115,6209.396484375
718,7054.0015,6124.9619140625
719,7030.708,6040.52734375
720,6991.573,5804.98828125
721,6945.3535,5876.087890625
722,6906.401,5630.92919921875
723,6863.828,5702.3388671875
724,6817.152,5432.20947265625
725,6771.3896,5081.2607421875
726,6703.4443,5404.75927734375
727,6648.611,5608.92919921875
728,6612.7944,5918.60791015625
729,6588.529,6023.75732421875
730,6579.3804,5941.828125
731,6556.5884,5805.1484375
732,6519.356,5659.05908203125
733,6486.072,5544.15966796875
734,6453.752,5424.99951171875
735,6430.534,5626.05908203125
736,6420.3315,5796.05908203125
737,6402.906,5657.458984375
738,6374.0376,5877.748046875
739,6347.3037,6067.91748046875
740,6309.9663,6089.52734375
741,6286.1226,6088.7177734375
742,6273.464,5793.4990234375
743,6244.128,5772.48876953125
744,6237.0537,5736.9990234375
745,6211.034,5454.109375
746,6195.584,5351.34033203125
747,6194.6357,4845.19140625
748,6146.124,5102.98095703125
749,6109.04,5130.59033203125
750,6047.258,5146.900390625
751,6004.8496,5419.9697265625
752,5982.982,5433.75927734375
753,5968.1855,5362.23974609375
754,5962.2334,5319.4404296875
755,5934.373,5256.91064453125
756,5922.5923,5342.04052734375
757,5896.4897,5174.00048828125
758,5867.578,5199.1806640625
759,5850.1807,5170.6005859375
760,5802.0376,5212.71044921875
761,5769.5854,5252.810546875
762,5729.895,5284.390625
763,5695.0474,5380.06982421875
764,5703.2544,5384.33984375
765,5692.314,5320.140625
766,5694.1567,5224.720703125
767,5677.917,5055.18115234375
768,5650.1655,5040.23095703125
769,5643.8765,4947.87158203125
770,5613.3633,4817.2021484375
771,5592.0625,4811.2021484375
772,5581.363,4721.3427734375
773,5543.5073,4614.61279296875
774,5518.5703,4797.1220703125
775,5497.55,4743.92236328125
776,5477.9185,4935.26123046875
777,5465.106,4894.771484375
778,5447.5356,5136.1103515625
779,5441.0205,5295.51025390625
780,5427.594,5188.490234375
781,5422.6475,5376.10009765625
782,5425.382,5436.75927734375
783,5420.46,5369.22021484375
784,5427.397,5339.38037109375
785,5412.437,5379.64013671875
786,5407.713,5662.9189453125
787,5409.6274,5769.92919921875
788,5419.4634,5847.88818359375
789,5451.03,5823.909737723215
790,5460.2534,5799.931291852678
791,5486.5186,5775.952845982143
792,5505.6733,5751.974400111607
793,5513.303,5727.995954241072
794,5542.8613,5704.017508370535
795,5555.0835,5680.0390625
796,5566.134,5792.47900390625
797,5579.1304,5936.17822265625
798,5586.0884,5897.908203125
799,5600.9604,6049.2373046875
800,5610.368,5932.39794921875
801,5608.3647,5849.0380859375
802,5614.0093,5693.55908203125
803,5606.333,5758.5791015625
804,5607.5024,5809.818359375
805,5622.2964,5847.0478515625
806,5636.2217,6027.4677734375
807,5662.888,5887.658203125
808,5669.0054,6104.2177734375
809,5681.6235,6045.6474609375
810,5680.99,5937.27783203125
811,5684.291,5971.26806640625
812,5697.231,5949.93798828125
813,5703.9033,5759.01904296875
814,5719.802,5726.9091796875
815,5731.0806,5715.9990234375
816,5746.4043,5674.6689453125
817,5767.4766,5587.254150390625
818,5766.9253,5499.83935546875
819,5766.461,5499.51953125
820,5755.777,5609.71923828125
821,5741.224,5635.0390625
822,5734.966,5777.10888671875
823,5733.742,5710.9990234375
824,5748.8657,5680.4091796875
825,5752.7627,5582.6494140625
826,5751.097,5610.37890625
827,5749.9263,5658.18896484375
828,5739.1553,5742.71923828125
829,5736.906,5783.9091796875
830,5735.8267,5641.869140625
831,5735.3345,5642.67919921875
832,5740.8096,5623.39892578125
833,5736.938,5730.92919921875
834,5750.2817,5800.52880859375
835,5773.551,5896.2978515625
836,5791.784,5884.30810546875
837,5805.6265,5819.36865234375
838,5806.836,5833.85791015625
839,5806.218,5797.89892578125
840,5804.7183,5607.708984375
841,5809.623,5446.79931640625
842,5818.5933,5405.82958984375
843,5818.109,5460.469482421875
844,5814.2915,5515.109375
845,5812.134,5401.8095703125
846,5809.0596,5353.48046875
847,5799.9624,5467.7294921875
848,5788.35,5533.19970703125
849,5780.726,5495.44970703125
850,5768.7095,5432.25927734375
851,5766.277,5431.9296875
852,5763.151,5508.58935546875
853,5759.467,5608.47900390625
854,5757.003,5596.60888671875
855,5749.5557,5597.67919921875
856,5743.7544,5589.31884765625
857,5737.7017,5516.1796875
858,5729.293,5518.70947265625
859,5725.161,5416.6494140625
860,5723.1504,5381.64990234375
861,5714.026,5342.935302734375
862,5713.5337,5304.220703125
863,5711.7314,5405.51953125
864,5714.37,5244.0302734375
865,5710.436,5229.91064453125
866,5696.1904,5176.6904296875
867,5684.2207,5232.62060546875
868,5669.7793,5122.150390625
869,5651.2666,5232.70068359375
870,5636.3164,5176.4306640625
871,5625.985,5158.7705078125
872,5618.774,5082.0009765625
873,5610.8228,5143.42041015625
874,5600.943,5111.65087890625
875,5588.1733,4958.5908203125
876,5576.2954,4991.4609375
877,5562.8667,5209.95068359375
878,5546.021,5226.7705078125
879,5533.383,5170.060546875
880,5519.5205,5079.701171875
881,5513.743,5095.24072265625
882,5506.2686,5057.05078125
883,5501.8354,5048.8408203125
884,5493.6895,5013.94091796875
885,5480.2153,4985.0908203125
886,5472.066,5065.041015625
887,5469.018,5220.42041015625
888,5463.1235,5153.33056640625
889,5461.426,5226.26025390625
890,5466.961,5271.2802734375
891,5469.5923,5266.220703125
892,5470.456,5209.6904296875
893,5469.361,5119.1708984375
894,5457.669,5158.6103515625
895,5441.327,5070.5009765625
896,5426.3022,5039.9609375
897,5419.2544,5029.62109375
898,5410.905,4984.86083984375
899,5394.8574,4904.3212890625
900,5383.085,4844.711669921875
901,5372.846,4785.10205078125
902,5358.1772,4825.26171875
903,5348.794,4768.5322265625
904,5339.6387,4883.41162109375
905,5332.2896,4886.84130859375
906,5329.4517,4843.80126953125
907,5331.7397,4739.142578125
908,5327.159,4709.18310546875
909,5311.422,4706.99267578125
910,5294.6445,4657.28271484375
911,5277.5767,4616.69287109375
912,5263.6436,4548.27294921875
913,5241.716,4633.52294921875
914,5228.724,4485.66357421875
915,5215.782,4368.673828125
916,5197.131,4371.97412109375
917,5181.0864,4219.8740234375
918,5155.272,4190.763671875
919,5130.709,4220.31396484375
920,5103.728,4151.9140625
921,5077.106,4040.754638671875
